반일의 1프로만이라도 반중과 안보에 힘써라. 윤미향까지 터졌는데 아직도 반일하는 거 보면 그저 레전드	0
전작과는 결이 다르지만 흥미와 긴장감을 끝까지 잘 이끌어냅니다. 이야기의 주요 인물들이 권력의 최중심부에 있는 만큼 첩보나 액션보다는 정세와 모략 위주로 내용을 이끌어 갑니다. 이 과정에서 정치적 사건이나 동북아 정황을 배경 지식으로 언급하는데, 그때마다 관객들을 위해 정우성이 설명하고 때마침 대화하던 상대가 하나둘셋 물어봐주는 장면이 꽤 여러번 나옵니다. 친절하고 필요한 부분이긴 하지만 세련되지 않은 느낌도 듭니다. 영화는 거의 후반부에 다다르기 전까진 계속해서 현실의 정세를 기반으로 가상의 정치적 사건을 펼쳐나가는 데 중점을 둡니다. 그리고 그 소재가 어느정도 정리될 때쯤부터 잠수함이라는 배경을 이용해서 긴장감과 몰입감을 주고요. 유별나진 않지만 모자라지도 않게 상황을 잘 이어갑니다. 군사 작전에 관심이 많은 분들이 보기엔 수준이 어떨 지 모르겠지만 관련 지식이 없는 입장에선 꽤 흥미진진한데다 사실적으로 느껴집니다. 우리나라 영화에선 신선한 요소이기도 하고요. 다만 전작처럼 끝에 가서 다분히 이상적인 주제를 챙기고자 하는데 이 역시 전작처럼 너무 얄팍해서 민망하기도 하고 헛웃음이 나기도 합니다. 그럼에도 진지하고 지루하게 가기 쉬운 이야깃거리를 짧지 않은 시간임에도 충분히 빠져서 보게하는 것만으로도 제몫은 하는 영화입니다. 비교대상이 반도나 살아있다가 아니더라도 같은 평가일 것 같고요.	1
들어내도 되는 구구절절이 한 바가지지만, 전작에서 ‘삐딱하게’ 율동을 보여준 감독인 점을 상기하고 고개를 끄덕였다. 게다가 한국 영화에서 잠수함 액션을 볼 수 있다는 것에 솔직히 약간 감동하기도 했다.......... ........그렇다, 여기까지다. *일단 대진운이 좋았다. 막 반도를 보고 나오던 참이었기 때문이다.	0
말도 안 되는 캐스팅이었는데, 스토리는 더 가관이다. 유머도 안 웃겨서 민망했다...내 돈...	0
정상회담이 그야말로 잠수함속 구식잡담으로 변질.	0
2편도 재미는 있지만 지나친 민족주의와 위험해보일 수 있는 주제가 있다. 그래도 한국영화에서 각자 자기 할 일 잘 하는 각국 정부관료들의 행동들은 1편처럼 시원하게 나아간다.	1
정치로 싸울 필요 없다. 그거 핑계 안 대도, 충분히 쓰레기 같은 작품이더라. (+ 국민들이 '돌아오지 말라고, 북한에서 살아라' 하며 청와대 게시판에 올린다고? 에라이. 감독 너나 다시는 돌아오지 마라, 이 XX야.)	0
드디어 북한말에 자막이 달렸다 !! . 잠수함 액션도 공을 들인게 눈에 보였고, 배우들 연기도 좋았으며, 블랙코미디스러운 콩트도 난 좋았다. . 정우성 배우님이 연기한 한 대통령 역은 크게 매력이 없어 보여 아쉬웠다. 혹은 이게 맞는 거일 수도.. . 영화에 대한 호불호 보다는, 어떤 시선을 가지고 보느냐에 따라 크게 갈릴 것 같은 영화.	1
전작의 단점을 거의 그대로 답습하며, 매력 없는 인물들이 극의 생명력을 떨어트린다.	0
누추한 곳에 귀한 분들 모시고 고작 학예회하듯.	0
분쟁이란 사투이자 야바위, 그리고 가치를 보이지만 중립을 지키고자 선택한 유머는 심히 고리타분.	0
큰 기대를 하지 않고 가벼운 마음으로 봤음에도 예상을 벗어나진 않았다. 그래도 이런 영화를 찍는 수고에 감사를 표하고 싶으며, 이 조그만 대한민국이란 나라가 미국이라는 세계를 움직이는 그들과 어떤 관계를 맺고 있는 것만으로 자부심이 든다. 그들에게 끌려가고 있든, 뭐든. - 특별함을 보이지 않는다. 강철비2라는 제목과도 상관없이 새로움이고. 점점 뒤로 갈수록 신파와 낭만과 뻔함과 국뽕은 너무나 아쉽다. 뒤에 잠수함씬들은 뭔가 쫄깃함이 있었다. 뭔가 전문성이 드러나는 대사들은 영화를 만들기에 디테일을 볼 수 있었다. 그러나 대통령의 생활 연출이나 정치인들의 설정, 피식도 할 수 없는 난데없는 유머들. 이런걸 보며 재미하겠지하는 감독은 관객의 수준을 무시한다는 생각이다. - 중간의 중국 대사관분의 연기가 기억에 남는다. 나름 재밌었던 미국 대통령도 웃음을 자아냈다. 대통령님 힘내세요. 대한민국 힘내요.	0
백퍼 망할거 같다. 제목을 강철비2라고 지은 것 자체부터가 실수다. 뿐만 아니라 정우성, 곽도원, 유연석 모두 제 몸에 맞지 않는 옷을 입고 있는 느낌이 강하게 든다	0
픽션과 오락적 관용으로 넘기기엔 정치적 색채가 짙고, 마찬가지로 특정 정치인을 겨냥한 풍자와 해학으로 넘기기엔 화장실 개그로만 무마하려 한다.	0
일 없습니다. . . . 볼일 없습니다.	0
문재인이 등짝을 맞고 트럼프가 똥을 싸고 김정은이 담배를 피는 영화가 있다?	0
1. 이 정도로 가공의 인물이 아니었을 거면 초반 40분은 절반으로 줄여도 됐을 뻔했다. 2. 중후반 1시간의 몰입도는 최상, 기대 이상의 긴장감 3. 포스터에 신정근 배우님 넣어주세요! 4. 한국말인데 자막과 함께 보는 것, 기분이 오묘하다.	1
마지막 엔딩만 제외하면 잘 만든 수작(약간 억지스러운 티가 많이 났다) 너무 분위기가 무거워지지 않도록 들어간 유머 장면이 많은데 그 때문에 원래의 분위가가 흐려지는 것이 약간 아쉽다 (고증은 개나 줘버렸지만 ㅋㅋ..)	1
얼마나 관객을 우습게 봤으면 이걸 영화라고 내놓을 생각을 했을지..? 얼마나 사람들을 개,돼지로 봤으면 아직까지 이딴식으로 정치선동을 할려고 하는지? . . . 작금의 남북관계가 최악으로 치닫고 있고 우리 수장께서 윗쪽 no.2에게 “잘난 척, 정의로운 척 역겹다” 이딴 말이나 듣고 있고 허구헌 날 노제팬반일선동 하고 있지만 위안부 할머니 등쳐먹고 피 빨아먹던 여자가 국회의원이 되서 설치고 있는 이 시국에 과연 반일감정이 먹힐거라고 내놓은건지? . . . 그 정우성이, 곽도원이, 유연석이 대체 무슨 생각을 가지고 이런 졸작에 출연했을까? 아니 애초에 신정근 배우 말고 나머지 조연배우들은 왜 나온건지도 모르겠고 연출 하나하나가 모두 신비한티비 서프라이즈 재연극 보는것 같았고 화룡점정으로 크레딧씬 찍으면서 "우매한 관중들한테 의미있는 메세지를 던졌다" 하고 혼자 뿌듯해할 감독님을 생각하니 애석함을 금할 길이 없다. . . 반도가 영화적 연출요소로만 작품성이 최악인 대인살상용 지뢰라면 강철비2는 영화적 연출, 메세지, 개그요소 모두 최악인 태어나지 말았어야 할 핵폐기물에 가깝다	0
